作者,作者身分,"文獻名稱	",年份,連結,摘要,作者,索引關鍵字,EID
"Ohki M., Hyo Y., Yoshiyama Y., Takano H., Takahata J., Suzuki M., Takeno S., Ogoshi T., Suzuki K., Takeuchi K., Naito K., Haruna S., Fujisawa T., Yamaguchi S., Hotomi M., Kawauchi H., Kurono Y., the working group of the Japan Society for Infection and Aerosol in Otorhinolaryngology",36797343100;8503121900;57210807303;53465076600;6603990873;15756381200;7005820701;6701509683;55624483876;57200573077;7402406521;55962634300;57215091835;18839588100;6603999209;7102283620;7007145967;,Consensus guidance of nebulizer therapy for acute rhinosinusitis,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071473067&doi=10.1016%2fj.anl.2019.08.007&partnerID=40&md5=cefcd28a32c6d0ce78b481c44563b2c0,"The guidance deals with the recommended applications, procedures, and safety management of nebulizer therapy for acute rhinosinusitis. In Japan, nebulizer therapy for sinusitis has been covered by public health insurance since 1958 and has been commonly carried out nationwide. The Japan Society for Infection and Aerosol in Otorhinolaryngology and the Oto-Rhino-Laryngological Society of Japan set up a working group to draw up a consensus guidance on nebulizer therapy for acute rhinosinusitis. The device for nebulizer therapy are classified into jet, ultrasound, and mesh types. In Japan, cefmenoxime hydrochloride (CMX) was approved for use in nebulizer therapy since 1996. The widening of the obstructed lesions such as large polyps prior to nebulizer therapy were recommended. The numbers of times of nebulizer therapy is recommended for three times in a week for at least for 2 weeks (cure rate: 68%, eradication ratio: 48%). Concerns should be pay for the changes of activity of medicine due to the mixing and bacterial contamination. Pseudomonas cepacia growing in a short even in both saline and distilled water leads to contamination at high concentrations by 2 days. Nebulizer therapy is an effective treatment based on a drug delivery system (DDS) to the nasal and paranasal cavities. The therapy effectively increases the local drug concentration by promptly and uniformly delivering drugs to a targeted local site. The therapy is safe with less systemic absorption and with few adverse reactions. ? 2020 Elsevier B.V.",Acute rhinosinusitis; Guidance; Nebulizer therapy,alcohol; aminoglycoside antibiotic agent; cefmenoxime; cefuroxime; ciprofloxacin; corticosteroid; disinfectant agent; fosfomycin; levofloxacin; lincomycin; penicillin derivative; polypeptide antibiotic agent; quinoline derived antiinfective agent; tobramycin; vasoconstrictor agent; acute rhinosinusitis; Article; bacterial growth; bacterium contamination; Burkholderia cepacia; chronic rhinosinusitis; concentration (parameter); disinfection; drug activity; drug approval; drug contamination; drug efficacy; drug safety; drug stability; drug storage; equipment design; human; instrument sterilization; Japan; medical society; nebulization; nebulizer therapy; nose cavity; paranasal sinus; practice guideline; public health insurance; safety; treatment duration; treatment indication,2-s2.0-85071473067
"Takahashi H., Yanagita T., Suzuki T., Maeda A., Nakai N., Maeda Y., Shiga K., Hirokawa T., Ogawa R., Hara M., Matsuo Y., Takiguchi S.",57080273500;57201156877;57190843158;57210732181;56080019500;57198442620;56998367100;15845855600;15048502700;33167675600;7401567664;35414333300;,Accurate localization of rectal cancer using near infrared ray-guided surgery with intra-operative colonoscopy and da Vinci Firefly technology,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071317337&doi=10.1007%2fs00595-019-01864-z&partnerID=40&md5=a50c3bb6e90ccc923668ac3710462ee4,"Accurate localization of the tumor during robot-assisted laparoscopic surgery for rectal cancer is crucial. Several techniques have been described, but each has its shortcomings. We developed a new technique of near infrared ray-guided surgery (NIRGS) to localize the tumor accurately, using intra-operative colonoscopy and da Vinci Firefly technology. After clamping the oral side of the tumor, the colonoscope was inserted. In the normal visible light mode, we could not recognize the endoscopic light; however, after changing to the Firefly mode, the endoscopic light was seen clearly. Using this simple and new technique, we could locate the tumor easily and accurately. We performed this technique in 12 patients and detected the location of the tumor clearly in all, without any procedure-related complications. Based on these findings, NIRGS is a useful and safe technique for detecting tumor location during robot-assisted laparoscopic surgery for rectal cancer. ? 2019, Springer Nature Singapore Pte Ltd.",Near infrared ray; Rectal cancer; Tumor marking,Indian ink; indocyanine green; adult; aged; Article; clinical article; colonoscopy; female; human; laparoscopic surgery; light; male; near infrared ray guided surgery; rectum cancer; surgical technique,2-s2.0-85071317337
"Hayashida S., Yanamoto S., Fujita S., Hasegawa T., Komori T., Kojima Y., Miyamoto H., Shibuya Y., Ueda N., Kirita T., Nakahara H., Shinohara M., Kondo E., Kurita H., Umeda M.",56324394200;6602316514;7403171501;36247006700;7202874780;57193905263;56018922800;7102097632;35779177700;7006843455;57195234433;57189503572;57193028080;7103084225;35729839300;,Drug holiday clinical relevance verification for antiresorptive agents in medication-related osteonecrosis cases of the jaw,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070705567&doi=10.1007%2fs00774-019-01035-7&partnerID=40&md5=a694d812912126ee013691742fb370d8,"Treatment strategies of medication-related osteonecrosis of the jaw (MRONJ) are controversial. Recently, surgical treatment has been reported as superior to nonsurgical treatment, but the contribution discontinued antiresorptive agent use during MRONJ treatment remains unclear. This study aimed to evaluate the efficacy of drug holidays and treatment strategies in MRONJ cases. Four-hundred and twenty-seven patients with MRONJ treated at nine hospitals from 2009 to 2017 were included in this multicenter retrospective study. Multivariate Cox regression analysis showed that the primary disease (osteoporosis or malignant tumor), diabetes, serum albumin, and treatment method (surgical or nonsurgical) were significantly correlated with the cure rate. The cumulative 1-year cure rates in the surgical and nonsurgical treatment groups were 64.7% and 18.2%, respectively. However, discontinuing antiresorptive agents did not influence the treatment outcome in the cohort overall, or in 230 patients after performing propensity score matching among the discontinuation and continuation groups. When stratifying by treatment method, antiresorptive agent discontinuation significantly increased the cure rate in patients with osteoporosis who underwent nonsurgical treatment. In patients with malignant tumors undergoing nonsurgical therapy, discontinuing the antiresorptive agent was associated with a better treatment outcome, but not with statistical significance. In contrast, drug holidays showed no effect on improving outcomes in patients with both osteoporosis and malignant tumors who underwent surgical therapy. Thus, regardless of the primary disease, discontinuing antiresorptive agents during treatment for MRONJ may not be necessary and may be helpful in some cases. Future prospective trials should examine this question further. ? 2019, The Japanese Society Bone and Mineral Research and Springer Japan KK, part of Springer Nature.",Discontinuing medication; Medication-related osteonecrosis of the jaws; Propensity score; Treatment outcome,agents affecting metabolism; albumin; bisphosphonic acid derivative; denosumab; aged; albumin blood level; Article; clinical effectiveness; cohort analysis; conservative treatment; diabetes mellitus; drug withdrawal; female; human; jaw osteonecrosis; major clinical study; male; malignant neoplasm; osteoporosis; priority journal; retrospective study; treatment duration; treatment outcome,2-s2.0-85070705567
"Sunadome H., Matsumoto H., Izuhara Y., Nagasaki T., Kanemitsu Y., Ishiyama Y., Morimoto C., Oguma T., Ito I., Murase K., Muro S., Kawaguchi T., Tabara Y., Chin K., Matsuda F., Hirai T.",36449548400;53869187900;55763490500;55094889600;35409449500;57200130998;57215017353;7005166362;7102374760;24779792300;7005733856;35248366000;6602828644;7202995572;7202165578;7402768436;,"Correlation between eosinophil count, its genetic background and body mass index: The Nagahama Study",2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068079801&doi=10.1016%2fj.alit.2019.05.012&partnerID=40&md5=5ab8511bb676c86a525c7ac680fcccbe,"Background: Obesity affects the pathogenesis of various chronic diseases, including asthma. Research on correlations between obesity/BMI and eosinophilic inflammation in asthma has yielded contradictory results, which could be partly ascribed to the absence of epidemiological data on the correlations. We aimed to elucidate the correlations between blood eosinophil count, its genetic backgrounds, and BMI in the general population. Methods: This community-based Nagahama study in Japan enrolled 9789 inhabitants. We conducted self-reporting questionnaires, lung function tests, and blood tests in the baseline and 5-year follow-up studies. A genome-wide association study (GWAS) was performed in 4650 subjects at the baseline and in 4206 of these at the follow-up to determine single-nucleotide polymorphisms for elevated blood eosinophil counts. We assessed the correlations between BMI and eosinophil counts using a multifaceted approach, including the cluster analysis. Results: Eosinophil counts positively correlated with BMI, observed upon the interchange of an explanatory variable, except for subjects with the highest quartile of eosinophils (?200/μL), in whom BMI negatively correlated with eosinophil counts. GWAS and human leukocyte antigen (HLA) imputation identified rs4713354 variant (MDC1 on chromosome 6p21) for elevated eosinophil counts, independent of BMI and IgE. Rs4713354 was accumulated in a cluster characterized by elevated eosinophil counts (mean, 498 ± 178/μL) but normal BMI. Conclusions: Epidemiologically, there may be a positive association between blood eosinophil counts and BMI in general, but there was a negative correlation in the population with high eosinophil counts. Factors other than BMI, particularly genetic backgrounds, may contribute to elevated eosinophil counts in such populations. ? 2019 Japanese Society of Allergology",BMI; Cluster analysis; Eosinophil; Epidemiological study; Genome-wide association study,DNA; hemoglobin A1c; immunoglobulin E; low density lipoprotein; adult; aged; Article; asthma; body mass; cluster analysis; correlational study; eosinophil; eosinophil count; eosinophilia; female; follow up; gene frequency; gene identification; genetic background; genome-wide association study; human; Japan; lung function test; major clinical study; major histocompatibility complex; male; medical history; obesity; physical examination; population; principal component analysis; priority journal; single nucleotide polymorphism,2-s2.0-85068079801
"Yamada T., Nakaaki S., Sato J., Sato H., Shikimoto R., Furukawa T.A., Mimura M., Akechi T.",57193873261;6506844542;40361597500;57208487901;56604153400;7403159918;7101717733;7005796178;,Factor structure of the Japanese version of the Quality of Life in Alzheimer's Disease Scale (QOL-AD),2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064898039&doi=10.1111%2fpsyg.12459&partnerID=40&md5=e279d0760af1e4ee3d40336c6cfa253c,"Background: The Quality of Life in Alzheimer's Disease Scale (QOL-AD) developed by Logsdon et al. in1999 is believed to be useful for evaluating responses from both patients and their caregivers. We previously confirmed both the reliability and the validity of the Japanese version of the QOL-AD. However, the factor structure of this scale should be confirmed because the QOL-AD covers multiple facets of dementia patients’ lives. Thus, we performed a factor analysis of the Japanese QOL-AD. Then, we examined the correlations between each of the identified QOL factor scores and the results of other scales. Methods: The Japanese version of the QOL-AD was given to 132 AD patients and 132 caregivers. Four other tests were also performed at the same time: the Mini-Mental State Examination, the Neuropsychiatric Inventory (NPI), the Hyogo Activities of Daily Living Scale (HADL), and the Short Memory Questionnaire. A factor analysis using Varimax rotation was used to examine the dimensions underlying the QOL-AD. In addition, we examined the Pearson correlations between each of the identified QOL factor scores and the results of the other four tests. Results: Factor analyses of both versions of the Japanese QOL-AD (both the patients’ and the caregivers’ responses) revealed three factors that were named ‘psychological wellbeing’, ‘human relationships’, and ‘physical and social environment’. The ‘psychological wellbeing’ factor was significantly correlated with the Mood factor of the NPI. The ‘human relationships’ factor was significantly correlated with the Psychosis factor of the NPI. The ‘physical and social environment’ factor was significantly correlated with the HADL. Conclusions: Both the patients’ and the caregivers’ responses to the Japanese version of the QOL-AD were composed of three factors: ‘psychological wellbeing’, ‘human relationships’, and ‘physical and social environment’. The present results support the multi-domain concept of QOL proposed by Lawton. ? 2019 Japanese Psychogeriatric Society",Alzheimer disease; psychological wellbeing; QOL-AD; quality of life,aged; Alzheimer disease; Article; correlational study; female; human; human relation; Hyogo Activities of Daily Living Scale; Japanese (language); language; major clinical study; male; Mini Mental State Examination; mood; neuropsychiatric inventory; priority journal; psychological well-being; psychosis; Quality of Life in Alzheimer Disease Scale; questionnaire; rating scale; risk factor; Short Memory Questionnaire; social environment,2-s2.0-85064898039
"Goshima T., Habara M., Maeda K., Hanaki S., Kato Y., Shimada M.",55614830500;56646233800;57210896672;57210893344;55473626600;8833092000;,Calcineurin regulates cyclin D1 stability through dephosphorylation at T286,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071748659&doi=10.1038%2fs41598-019-48976-7&partnerID=40&md5=c0962317f9c262873bc79a3b27874163,"The Calcineurin/NFAT (nuclear factor of activated T cells) pathway plays an essential role in the tumorigenic and metastatic properties in breast cancer. The molecular mechanism of the antiproliferative effect of calcineurin inhibition, however, is poorly understood. We found that calcineurin inhibition delayed cell cycle progression at G1/S, and promoted cyclin D1 degradation by inhibiting dephosphorylation at T286. Importantly, overexpression of cyclin D1 partially rescued delayed G1/S progression, thereby revealing cyclin D1 as a key factor downstream of calcineurin inhibition. Cyclin D1 upregulation is observed in human invasive breast cancers, and our findings indicate that dysregulation of T286 phosphorylation could play a role in this phenomenon. We therefore propose that targeting site specific phosphorylation of cyclin D1 could be a potential strategy for clinical intervention of invasive breast cancer. ? 2019, The Author(s).",,,2-s2.0-85071748659
"Motoki N., Inaba Y., Shibazaki T., Misawa Y., Ohira S., Kanai M., Kurita H., Nakazawa Y., Tsukahara T., Nomiyama T., Kawamoto T., Saito H., Kishi R., Yaegashi N., Hashimoto K., Mori C., Ito S., Yamagata Z., Inadera H., Kamijima M., Nakayama T., Iso H., Shima M., Hirooka Y., Suganuma N., Kusuhara K., Katoh T., The Japan Environment & Children's Study (JECS) Group",23100839100;57210716428;57114700500;7103095395;7005217869;36791139600;7103084225;7102576435;37009332300;7006292362;7201664706;57208403757;7005642702;7006835404;55233439400;35399974300;56443194100;7004455774;57193536521;7004024461;8682480800;57213807064;7202288668;7102226043;57205822543;57189009945;7401529753;,Maternal Exposure to Housing Renovation During Pregnancy and Risk of Offspring with Congenital Malformation: The Japan Environment and Children’s Study,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070588279&doi=10.1038%2fs41598-019-47925-8&partnerID=40&md5=abb5301c72b6f6b533c3a5d4d8e20887,"There have been no large, nationwide, birth cohort studies in Japan examining the effects of house renovation during pregnancy on congenital abnormality. This study examined the impact of (1) prenatal exposure to house renovation and (2) maternal occupational exposure to organic solvents and/or formaldehyde on the incidence of congenital abnormality. The fixed data of 67,503 singleton births from a large national birth cohort study that commenced in 2011 were used to evaluate the presence of congenital abnormalities and potential confounding factors. We employed multiple logistic regression analysis to search for correlations between maternal exposure to house renovation or organic solvents and/or formaldehyde during pregnancy and such congenital abnormalities as congenital heart disease, cleft lip and/or palate, male genital abnormality, limb defect, and gastrointestinal obstruction. After controlling for potential confounding factors, we observed that house renovation was significantly associated with male genital abnormality (OR 1.81, 95% CI 1.03-3.17, P = 0.04) when stratified by congenital abnormality, with no other remarkable relations to house renovation or occupational use of organic solvents and/or formaldehyde during pregnancy. There were also significant correlations for maternal BMI before pregnancy, history of ovulation induction through medication, maternal diabetes mellitus/gestational diabetes mellitus, and hypertensive disorder of pregnancy with an increased risk of congenital abnormality. In conclusion, this large nationwide survey provides important information on a possible association of house renovation during pregnancy with congenital male genital abnormality which needs confirmation in future studies. ? 2019, The Author(s).",,,2-s2.0-85070588279
"Ohira S., Motoki N., Shibazaki T., Misawa Y., Inaba Y., Kanai M., Kurita H., Shiozawa T., Nakazawa Y., Tsukahara T., Nomiyama T., Kawamoto T., Saito H., Kishi R., Yaegashi N., Hashimoto K., Mori C., Ito S., Yamagata Z., Inadera H., Kamijima M., Nakayama T., Iso H., Shima M., Hirooka Y., Suganuma N., Kusuhara K., Katoh T., The Japan Environment & Children's Study (JECS) Group",7005217869;23100839100;57114700500;7103095395;57210716428;36791139600;7103084225;7102393693;7102576435;37009332300;7006292362;7201664706;57208403757;7005642702;7006835404;55233439400;35399974300;56443194100;7004455774;57193536521;7004024461;8682480800;57213807064;7202288668;7102226043;57205822543;57189009945;7401529753;,Alcohol Consumption During Pregnancy and Risk of Placental Abnormality: The Japan Environment and Children’s Study,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069519991&doi=10.1038%2fs41598-019-46760-1&partnerID=40&md5=2bb81e9880188ece930d705d07a90cb8,"There have been no large nationwide birth cohort studies examining for the effects of maternal alcohol use during pregnancy on placental abnormality. This study searched for associations between alcohol consumption and the placental abnormalities of placenta previa, placental abruption, and placenta accreta using the fixed dataset of a large national birth cohort study commencing in 2011 that included 80,020 mothers with a singleton pregnancy. The presence of placental abnormalities and potential confounding factors were recorded, and multiple logistic regression analysis was employed to search for correlations between maternal alcohol consumption during pregnancy and placental abnormalities. The overall rate of prenatal drinking until the second/third trimester was 2.7% (2,112). The prevalence of placenta previa, placental abruption, and placenta accreta was 0.58% (467), 0.43% (342), and 0.20% (160), respectively. After controlling for potential confounding factors, maternal alcohol use during pregnancy was significantly associated with the development of placenta accreta (OR 3.10, 95%CI 1.69-5.44). In conclusion, this large nationwide survey revealed an association between maternal drinking during pregnancy and placenta accreta, which may lead to excessive bleeding during delivery. ? 2019, The Author(s).",,,2-s2.0-85069519991
"Iwata S., Kinoshita M., Fujita F., Tsuda K., Unno M., Horinouchi T., Morokuma S., Saitoh S., Iwata O.",7401684332;57191193854;57193627805;57189023690;57191193983;57110052700;6507813615;7203038944;57189714899;,"Peripartum depression and infant care, sleep and growth",2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069491670&doi=10.1038%2fs41598-019-46563-4&partnerID=40&md5=b12a1fb3d4a57241913114a6fe6c9095,"Peripartum depression is a common, serious complication in mothers. To assess the influence of infant care, sleep and growth on the risk of peripartum depression, 1,271 mothers of healthy one-month-old infants completed comprehensive questionnaires including the Edinburgh Postnatal Depression Scale. Relationships between high depression scores and variables related to infants’ care, sleep and growth were assessed adjusting for other variables. High depression scores were found in 233 mothers, which were associated with variables related to infants’ care (poor satisfaction with infant care support, p < 0.001; mothers’ passive response to night-time fussing, p = 0.001), sleep (dim bedroom lighting, p < 0.05; short sleep duration, p < 0.05) and growth (poor weight gain, p < 0.05), as well as maternal variables (primiparas, p < 0.001; poor income satisfaction, p < 0.001; poor sleep satisfaction, p < 0.001; daytime sleepiness, p = 0.001). Considering the observed association between high depression scores and infants’ care, sleep and growth, a multidisciplinary approach accounting for infant care would be required to prevent peripartum depression. ? 2019, The Author(s).",,,2-s2.0-85069491670
"Ieda D., Hori I., Nakamura Y., Ohashi K., Negishi Y., Hattori A., Arisaka A., Hasegawa S., Saitoh S.",57191339390;57188849312;57195562403;56830043100;36015587100;36935266500;57210061476;56060764800;7203038944;,A novel splicing mutation in SLC9A6 in a boy with Christianson syndrome,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069296767&doi=10.1038%2fs41439-019-0046-x&partnerID=40&md5=a47b470f95152edb811b31e9beda71d4,"A loss of function mutation in SLC9A6 (Xq26.3) is responsible for Christianson syndrome in males. We identified a novel splicing mutation (NM_006359.2:c.1141-8C>A) of SLC9A6 in a seven-year-old boy with microcephaly, severe developmental delay, and intractable epilepsy. Functional analysis found multiple aberrant transcripts, none of which maintained the canonical open reading frame. Computer prediction tools, however, failed to detect all of the aberrant transcripts. ? 2019, The Author(s).",,anticonvulsive agent; complementary DNA; methyl CpG binding protein 2; plasmid DNA; transcription factor 4; amplicon; Article; binding site; birth weight; case report; cdkl5 gene; child; Christianson syndrome; clinical article; clonic seizure; computer prediction; consciousness disorder; developmental delay; disease severity; DNA methylation; electroencephalography; epileptic discharge; exon; exon skipping; fluorescence in situ hybridization; focal epilepsy; foxg1 gene; gene; happy puppet syndrome; head circumference; human; intractable epilepsy; intron; Japanese (people); loss of function mutation; male; mbd5 gene; microcephaly; neuroimaging; next generation sequencing; nuclear magnetic resonance imaging; nuclear magnetic resonance spectroscopy; open reading frame; pathogenicity; priority journal; reverse transcription polymerase chain reaction; RNA splicing; RNA transcription; Sanger sequencing; school child; sequence analysis; slc9a6 gene; ube3a gene,2-s2.0-85069296767
